model_type,clf,parameters,auc-roc,p_at_5,p_at_10,p_at_20
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_features': 'log2', 'max_depth': 50, 'n_estimators': 10, 'min_samples_split': 10}",0.7687479842104643,0.3994666666666667,0.2912,0.1952
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_features': 'log2', 'max_depth': 50, 'n_estimators': 100, 'min_samples_split': 10}",0.7929856078763057,0.4096,0.3021333333333333,0.20546666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'gini', 'min_samples_split': 2}",0.6997230876785339,0.7594666666666666,0.3797333333333333,0.256
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'gini', 'min_samples_split': 5}",0.603951538894717,1.0,0.5290666666666667,0.26453333333333334
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'gini', 'min_samples_split': 10}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 1, 'criterion': 'gini', 'min_samples_split': 2}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 1, 'criterion': 'gini', 'min_samples_split': 5}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 1, 'criterion': 'gini', 'min_samples_split': 10}",0.603951538894717,1.0,0.5290666666666667,0.26453333333333334
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 2}",0.79491450356506,0.4437333333333333,0.30666666666666664,0.21986666666666665
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 5}",0.8065829012566778,0.4576,0.35546666666666665,0.22386666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 10}",0.8142987311324823,0.4496,0.31866666666666665,0.21746666666666667
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 2}",0.8122825175600941,0.472,0.38666666666666666,0.23306666666666667
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 5}",0.8157783612299566,0.4474666666666667,0.3317333333333333,0.22493333333333335
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 10}",0.7858240418444686,0.4378666666666667,0.332,0.22506666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'min_samples_split': 2}",0.7958342590534189,0.4304,0.30773333333333336,0.2168
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'min_samples_split': 5}",0.791213594572805,0.42133333333333334,0.3122666666666667,0.21226666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'min_samples_split': 10}",0.7982996146566935,0.4208,0.3045333333333333,0.21826666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'min_samples_split': 2}",0.7978367630384943,0.41706666666666664,0.30266666666666664,0.21373333333333333
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'min_samples_split': 5}",0.7959961175527076,0.41973333333333335,0.3032,0.21533333333333332
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'min_samples_split': 10}",0.8012050306019218,0.42773333333333335,0.31466666666666665,0.2172
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'min_samples_split': 2}",0.6297698650600311,0.31306666666666666,0.23626666666666668,0.16386666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'min_samples_split': 5}",0.6528582141899428,0.32,0.24906666666666666,0.17333333333333334
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'min_samples_split': 10}",0.676622298263535,0.3072,0.24613333333333334,0.18186666666666668
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'min_samples_split': 2}",0.6164565134642469,0.30506666666666665,0.2392,0.16066666666666668
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'min_samples_split': 5}",0.6365131005300505,0.28746666666666665,0.22773333333333334,0.15933333333333333
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'min_samples_split': 10}",0.678602752334727,0.32426666666666665,0.2592,0.18266666666666667
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 2}",0.5868173460955044,0.28746666666666665,0.4069333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 5}",0.6151521930998237,0.2704,0.21093333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 10}",0.6494538894570981,0.2784,0.23066666666666666,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 2}",0.5893197922823975,0.29546666666666666,0.39466666666666667,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 5}",0.6130577320999715,0.2624,0.20986666666666667,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 10}",0.6514093056994331,0.2869333333333333,0.22746666666666668,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'gini', 'min_samples_split': 2}",0.5907340589316356,0.30293333333333333,0.3768,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'gini', 'min_samples_split': 5}",0.6194294158499296,0.27573333333333333,0.21733333333333332,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'gini', 'min_samples_split': 10}",0.650812772968077,0.3088,0.228,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 100, 'criterion': 'gini', 'min_samples_split': 2}",0.5906207428179033,0.29706666666666665,0.40426666666666666,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 100, 'criterion': 'gini', 'min_samples_split': 5}",0.6182312338636444,0.2592,0.21306666666666665,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 100, 'criterion': 'gini', 'min_samples_split': 10}",0.6529623924509272,0.3141333333333333,0.22373333333333334,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'entropy', 'min_samples_split': 2}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'entropy', 'min_samples_split': 5}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 1, 'criterion': 'entropy', 'min_samples_split': 10}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 1, 'criterion': 'entropy', 'min_samples_split': 2}",0.6532227173511851,0.464,0.6725333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 1, 'criterion': 'entropy', 'min_samples_split': 5}",0.7266539684773398,0.9509333333333333,0.47546666666666665,0.23773333333333332
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 1, 'criterion': 'entropy', 'min_samples_split': 10}",0.603951538894717,1.0,0.5290666666666667,0.26453333333333334
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 2}",0.7866343902206397,0.44,0.2912,0.21653333333333333
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 5}",0.8183720174528831,0.45813333333333334,0.41573333333333334,0.2388
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 10}",0.8176851452246306,0.4528,0.34746666666666665,0.2312
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 2}",0.8024224374621816,0.4304,0.308,0.23253333333333334
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 5}",0.8190830120398034,0.47626666666666667,0.3744,0.22986666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 10}",0.8006722269517771,0.4597333333333333,0.3469333333333333,0.22
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'min_samples_split': 2}",0.7939845262623181,0.4432,0.3072,0.2136
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'min_samples_split': 5}",0.7983633100396157,0.42773333333333335,0.30933333333333335,0.21666666666666667
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'min_samples_split': 10}",0.7966616306820048,0.4325333333333333,0.3141333333333333,0.2148
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'min_samples_split': 2}",0.7996010032699583,0.43733333333333335,0.30746666666666667,0.216
